18607	482974
79791	210702
14373	657326
66343	73294
48975	668962
70505	822755
9612	456701
33212	395488
26572	921365
59421	880912
53155	419975
36869	759238
75978	70753
179	616704
51574	160061
8316	322691
22956	624752
46927	884536
72478	417920
27958	268174
55636	663665
74788	454549
37838	413484
9032	572493
40656	320060
17832	582145
91548	636584
80648	363548
36841	883522
24560	714258
25303	372027
75690	837767
79327	193206
5670	117769
20666	71014
36605	792065
9104	6696
98053	731693
17368	459215
34487	99455
64348	429061
58156	940399
55842	343693
60885	947033
68131	523528
69889	663292
39782	309201
19887	933194
1040	921950
71282	881637
43815	743668
77889	378555
72837	793409
48696	412132
36379	5325
13690	661804
86136	417111
14383	63821
2421	241630
79703	243991
72507	582159
61607	467266
43126	296024
91797	576116
69338	248405
43413	133595
86098	353775
36907	206339
39894	307213
58755	376138
40084	683684
25558	364830
6299	33561
56623	221606
38326	55569
53470	41433
7205	564629
81915	334571
26052	912935
54731	853622
51716	45412
77604	839509
6826	474060
84688	165160
89849	281017
58302	616306
75701	54955
86278	656993
31851	411146
60024	375389
50993	197563
49634	590151
93606	624971
86134	751495
10450	909474
21855	361296
48034	972929
21886	702830
75213	237805
31574	287890
7609	145542
69550	942454
68418	84548
36333	29269
6441	133366
46017	362806
52379	721781
25149	893087
54108	370603
24448	444577
30584	605029
79392	556085
22053	4517
32172	415562
31874	739250
18856	923879
45774	81169
4897	747883
51353	850544
86864	962564
86416	327823
96383	591217
38679	376377
96540	774062
49754	121943
95058	149312
4080	269382
68492	296819
6350	109384
65024	936618
7027	208485
79835	630739
75995	794707
74977	562055
75392	275830
18650	737794
68186	389829
43815	334518
12262	815675
26754	704585
42164	767785
13901	701141
23412	465497
35616	180344
29237	372664
68235	19903
45912	759224
5665	856011
4755	696913
94473	343348
71592	976834
44391	941068
79302	629282
45181	703918
35409	213655
96703	143753
81976	644689
26382	738303
23919	259150
43647	942011
86106	618035
12763	285432
37266	13875
30804	530416
85156	983583
87928	114650
91102	248901
24413	159574
47180	194135
26443	126338
29473	422347
54237	709088
30078	668551
69345	383474
91454	482260
46856	378427
66631	452831
37132	857809
73144	381720
15209	815711
88081	95256
46624	162794
38126	422247
69217	792091
92397	677657
81409	512234
48734	753846
22271	536878
69877	295966
64265	482533
43982	362008
67947	543307
37740	630100
6309	273887
40163	796965
19135	488390
81263	344125
64423	597898
3225	421733
76832	843705
67788	892411
52279	845667
5656	307914
28025	927897
9983	218397
17799	51012
2176	556191
57972	15216
11036	797412
52892	448257
99104	202706
50172	979696
84515	572773
37446	36931
61426	536779
43077	221709
63372	688578
65408	371219
26960	737691
90408	184796
80379	122605
18840	189526
73445	770741
26052	518233
92903	219983
34987	947639
17498	664176
84049	762859
82588	16442
59606	66735
96439	739626
50786	638224
52143	514477
83705	515405
10996	604484
51318	233404
52487	154674
45980	979010
42700	851586
7910	392413
3960	551777
27364	42454
73942	294610
49974	244665
47934	658842
1156	834662
95400	946642
99815	848451
60681	335902
70204	183189
37114	886860
19369	903823
65228	944473
2618	556114
53275	921033
40407	181402
99202	122186
67196	429462
32206	707568
33668	151669
69277	430531
10811	18170
17122	726150
39459	292965
65180	308641
45347	910665
74576	600038
26882	742538
20722	342503
72781	343453
95117	323788
53412	721283
47977	340710
1307	893653
19394	896356
10986	46602
4444	495101
27565	186925
29302	571344
40395	271049
68265	626116
82521	826199
93292	239639
78821	420519
83313	693418
79151	49994
35699	699609
70492	301336
59228	399404
84778	295434
98987	161127
60425	978739
44727	8325
64305	456652
38368	218793
65409	250709
27749	673753
36087	631863
22388	916677
99121	605507
2973	637921
25348	458159
97129	234924
88867	190978
29250	114746
91292	900199
51243	572161
54403	353039
58657	779589
78865	971423
96144	131771
19119	254365
88486	605654
83459	177937
85622	57071
78953	988217
71619	431567
11179	934585
48190	25338
51438	691735
65131	487746
58328	373553
86735	610836
13199	466091
8806	797235
71797	246436
37264	760165
60493	540131
55771	795072
87192	369197
56555	28572
44067	384093
21083	870818
3821	672528
28544	384168
97358	915036
20903	137069
43369	636473
41801	925768
82252	721388
75973	398738
93414	443509
87297	650826
58582	952885
16727	52116
69419	776279
11787	251371
84366	368735
73917	567860
52712	505695
85390	111366
94535	566044
54201	864902
27831	543183
70259	914547
84669	401577
11719	3063
33907	653155
80725	840527
63086	132802
13398	79755
1841	952193
78266	653778
89945	90648
68977	16455
44611	691508
55040	573250
13189	599759
18658	834254
94082	787772
33178	584193
87800	857477
19038	395765
96073	109856
44297	784385
37596	945812
56172	864663
68268	213545
89771	669264
97360	951577
63126	518366
88557	956469
21223	53462
11980	415670
69275	220157
66120	963621
52331	385717
66637	717066
53846	73278
11644	553574
48408	314751
63860	63090
5734	112798
77029	705682
10760	7955
78848	384491
16035	343298
80064	292165
3049	425154
82197	913207
13936	121428
65780	422723
45920	222654
4275	865467
74443	819501
91959	229744
76680	477167
13440	208240
10347	714252
74671	383934
60275	369455
64829	617025
97719	815371
74299	760768
58358	252419
63013	590938
67837	139608
89704	920212
31606	273652
77707	959277
35120	420994
66806	366397
44925	182117
82827	317243
66776	277139
6215	804569
10113	802000
52168	425551
52740	874948
74499	362257
65811	597041
65084	71806
37464	422565
74442	524482
35671	183234
23744	390399
88963	75538
16163	224379
89771	647330
89245	945636
68901	681245
50543	864153
64039	52678
47765	577714
95105	820207
7860	295055
9262	393245
68254	607677
80958	10189
15742	190433
2883	872129
70801	684235
39640	324242
50373	525347
71127	856486
38646	688807
51019	47895
78465	69711
51350	152285
4935	63901
18923	234977
51764	276013
63821	546283
60097	371611
59125	23222
41359	370259
59222	908779
85565	168746
57189	265604
66543	748186
62485	90735
79227	552662
14274	487998
9583	861882
49336	239878
43008	772971
40529	660893
54554	74598
30310	650299
12177	542883
31243	620110
77558	410967
96791	407608
52739	629046
37391	843109
70807	746107
94075	494192
23700	600845
97128	216243
58734	661332
42742	172131
56003	274566
34157	374427
85555	236737
79703	620745
70996	982550
63371	388869
3050	790939
41000	817371
5842	196546
65785	355089
41043	594776
21713	766041
64280	914921
2164	547266
85323	767403
593	698412
18341	189947
25664	243292
17352	781018
74513	961652
36498	740141
49967	91690
1652	98143
80861	912768
44055	956193
93508	60108
465	589033
82284	128278
77455	197272
85121	130077
79987	891051
4748	413195
30496	260158
77221	236866
42490	319541
93368	751797
97279	240594
47391	521161
50700	508756
89928	674855
70320	532251
54328	263607
7066	439096
68369	532918
45848	926844
42423	155292
3031	354287
75052	468551
25654	66792
30620	484554
29676	177270
77572	37072
23930	534996
9613	33963
39956	778638
91863	411620
10613	664297
21988	4581
10731	29292
3089	122889
13624	241224
24206	562947
5146	530802
99075	549342
86414	802148
38870	691633
77526	909229
49632	152682
99083	598773
38424	447015
60033	985295
58350	702977
72017	743336
66560	160787
50472	651692
15829	189999
94298	324665
49097	31045
36706	608759
64283	499537
5477	108681
5367	409304
90103	7666
18399	126295
97920	200886
73498	657430
70915	759081
38184	910880
93660	259154
78166	244579
56410	557201
64677	939387
54601	562195
32278	738010
63796	720081
85915	191633
46661	368810
70706	571619
26430	211260
98372	308752
1126	168255
55047	660576
86726	691017
16310	302891
59413	404212
44989	80780
64731	894383
89218	990000
59275	680610
21617	132057
19932	869442
94703	968030
70785	27524
98923	961947
94831	235405
36133	36576
54396	988277
45988	112187
77760	974554
23070	800483
44620	554314
28696	368194
38479	500326
22987	794332
77519	645987
14080	845825
14818	139462
96804	413568
18251	217789
6932	661447
55379	36076
85342	734107
97735	240851
76706	225186
92203	456615
73146	644772
80428	139068
93424	426663
67705	214168
70202	213545
61510	849611
95737	111889
18051	554111
21134	892684
49172	568275
30972	623883
32469	120157
11178	569122
70962	640306
33805	816703
59769	756261
83574	321306
57355	230374
67688	283883
63885	806433
5491	726945
85291	541028
40927	447860
4553	643122
90957	516469
44804	971723
91819	117234
54179	214764
33638	679375
21240	628060
56313	517701
77288	218228
82624	742373
29732	730197
28033	789686
33322	294891
26143	184243
86088	420915
45946	565925
70245	948104
34266	675534
89494	608228
38005	927626
50541	649582
63933	902142
61872	670838
66908	473698
15127	949180
7108	546010
72010	761471
74610	245253
18835	174382
85034	145446
12993	621996
15142	515987
97282	484674
85625	962833
94694	745024
20232	656881
66665	705295
10563	60939
7640	382362
7700	185552
42579	548434
47681	146565
19731	406292
67033	204146
26848	144785
32314	984591
71224	213753
6492	597157
2307	237223
14385	374667
22932	218149
90380	275891
69941	95497
35718	769413
57699	514751
57580	924412
34209	377941
36933	78466
57078	969313
41715	17442
61779	388155
90593	542742
35875	564854
373	952624
903	255674
20931	905694
78508	859909
43011	608345
81228	127263
65329	320860
13298	686754
25285	65924
81367	798683
97750	409724
15906	214155
92722	146477
57402	780211
47969	667679
62059	950597
52279	129583
43009	910715
13763	751481
7646	110002
65635	383515
15207	689178
5554	820799
99682	230855
32509	150516
30145	435842
86577	718321
3156	860503
73635	513890
14444	635958
2398	213254
42155	210552
71304	951242
92270	245353
64127	221318
64148	897791
23268	119805
46531	791148
30847	452186
20786	948680
39793	832444
61733	556084
46591	486560
1599	611814
7092	966826
15407	576215
79	968496
33008	259066
90415	388862
82356	614227
77026	657765
32798	303548
67359	229270
39456	463019
70668	973501
63876	61576
60015	449922
40380	838873
99348	312670
49959	133170
56693	640038
85359	573731
1403	741933
84551	876478
38921	647553
78496	641940
10253	332441
50947	813777
46058	115817
47461	350038
78847	902922
35922	925557
44535	790433
74994	302422
7020	205185
55196	290728
93243	309277
53380	159427
79706	87419
20532	943108
17103	499209
69371	955698
84108	13602
66273	979904
44534	454582
49800	851545
83974	548380
36979	857341
54945	964251
33334	893424
27650	494217
90413	369272
13570	415469
29689	596639
54913	866944
40428	336727
25591	745252
56915	515868
14478	696391
56839	716547
94589	161774
89095	21847
68473	117758
85238	491344
66096	774958
38599	97511
40329	902535
2635	675603
41242	34424
54699	701224
7934	37404
60119	875409
2729	177480
9694	170524
68246	39485
52528	133259
46327	695121
7040	746466
74828	269136
17040	721050
92126	24202
43476	488213
54652	794000
71309	751213
23222	984767
96807	888559
88933	624338
2658	25004
73180	851319
18074	513074
43237	875996
14001	679375
94843	807966
25573	245071
19936	239117
23003	247614
70769	930370
2612	631459
65322	514739
25963	623249
44294	744177
36316	786663
80129	320505
40432	631615
72547	735529
23453	785514
18302	785588
28524	575319
29767	895457
81765	347874
72627	539963
20489	803837
48591	652460
9614	954196
15752	228539
42760	725575
91842	706893
18586	971131
32063	263789
4825	251939
46855	918672
77516	229298
37827	199597
433	841939
91504	862032
37350	53687
92601	605493
15214	733164
5580	552820
78290	747596
56415	62836
68457	419699
79087	457460
88729	401031
77492	965442
23055	280020
82022	763002
6277	444930
54884	731166
22318	604502
11468	180489
2647	895385
27975	402226
2919	352889
55826	799025
27383	67802
45231	538495
32039	3583
16326	940480
34045	883998
11239	318224
95945	710309
16571	459827
40595	910359
76423	909736
19767	974506
84400	277251
83528	348647
19147	277994
88956	219930
31749	956677
43649	314303
63454	807421
34870	460003
97190	884126
21124	658595
26740	603711
41756	162168
39624	496427
91088	116478
41572	967570
56967	136361
94059	403810
42450	170733
62649	759596
80152	207536
37130	151691
37989	858989
65190	301671
57722	334673
30811	747651
53422	417076
78397	34094
94913	266304
84777	967998
45159	738452
64622	775843
61821	958789
6585	667836
70703	788503
94466	224865
77899	913736
20292	557137
60508	349879
96633	522521
94515	156444
74256	958509
56252	302995
53597	44324
9050	468496
14774	689664
70890	943065
53038	312105
97828	783598
26328	591113
19411	413926
83397	228525
24722	417711
44849	265279
37417	921372
49543	225483
47820	475045
85653	714435
95299	21192
56008	394913
96510	529727
83402	716027
81182	788938
10995	116249
13044	837363
41072	758594
506	342953
33274	866773
74368	805212
95840	110189
69001	404747
70640	510726
384	18782
10542	138218
27048	699609
45181	627547
44628	283948
8319	244587
29991	223729
79302	205929
99655	781359
20794	905168
82630	388444
45142	170980
21036	413485
60420	88901
51237	850526
49779	320102
86293	22072
40427	955003
17545	269489
64215	134877
60837	179207
45603	536943
95735	626882
7982	23108
53988	523976
10944	663311
89472	538483
59786	836658
61490	96007
40867	649913
77585	797567
57813	755868
13986	5784
36709	748632
86874	68205
21747	973520
49741	712250
3986	305879
18424	856915
77029	343707
62941	359534
8108	781510
63538	178995
24916	91839
39249	106324
96769	848493
52479	348881
7312	455918
24870	527184
93549	471706
32164	25812
25522	881612
93374	692133
32103	745539
82437	683291
54631	886990
9758	796900
49286	546170
53888	370221
76077	361966
96603	714056
35641	144335
36481	539687
77234	55809
27905	421359
59934	325051
26210	182162
27986	610412
66738	571262
41370	229249
82124	636688
62471	139719
12236	768708
41755	798115
1958	858821
98153	715022
56036	50118
71158	386894
44110	123310
90400	586764
7404	607482
2108	580890
8765	205864
29577	714118
35936	72675
71044	15555
63985	801960
76750	206374
54426	685122
21037	466497
8840	978677
31529	256830
57462	191103
58749	618820
93556	295717
17213	660450
94114	516797
54333	688311
10003	78650
11593	734619
62296	723171
70972	141572
41916	965490
23069	898450
1094	120346
3081	577785
17956	800209
55669	710072
91637	91670
46439	157261
3212	28493
48634	53569
93819	650129
51833	19043
27789	214226
91174	422979
23042	327334
33343	22273
44524	866784
17126	465206
49770	126259
66662	285441
73719	229442
17736	500224
22606	871310
59148	535372
77842	697840
22556	241643
84229	367540
59715	144220
88742	89378
91257	372436
901	508675
38942	234803
3090	720361
44032	747178
21963	634588
29056	70507
69165	761077
63074	440382
42237	729753
96194	479309
58993	338169
60289	288228
64202	286711
86406	955627
37962	588653
4900	774638
65775	161224
1876	620978
68417	818487
55867	561330
45234	768974
16067	889262
31712	918155
92072	417369
7239	424912
76779	912428
37912	88461
22052	901921
69375	832915
16842	127278
28435	66830
60757	51769
71479	732479
70789	289957
85981	267421
99115	989027
76457	166336
37503	595114
97669	705727
24530	286755
66392	229738
28734	940422
66622	631515
58684	962468
42050	397286
46528	314973
88203	351835
58337	84046
72744	582966
86646	230482
50019	486871
49560	375378
96096	636619
60305	372747
61960	214095
73567	844666
52064	894560
92571	365798
50696	734045
90450	972797
77863	575547
82165	394652
80258	911529
26850	798425
8129	122622
93366	786474
36421	571875
75598	62021
89116	565878
92800	29936
84741	28155
5525	155395
71431	361775
25885	506449
94484	593435
25175	263516
67601	842705
63682	743050
20970	600585
60704	99890
59733	94810
36200	470307
77819	870693
50919	9723
78830	838796
67340	822153
99749	223116
26023	138606
27424	247091
18702	608472
11170	191334
84219	620529
85290	107938
88817	613874
63345	273761
95123	24099
52960	662658
34921	957882
12755	910755
95723	605604
96048	484945
93958	523939
43900	894557
74956	758525
93246	554439
6092	860888
67814	952847
78950	131994
40145	864534
43761	338912
42649	405262
13187	126354
54056	823380
42059	19233
90693	11072
82979	373588
45431	453277
98893	207564
42248	821557
22497	920929
80902	385394
86203	153481
20484	209123
64600	780606
61960	848978
49701	477569
68078	663123
94966	138640
92803	174358
37884	761260
97799	791642
697	987044
5790	469389
7929	905157
49690	800934
23128	245109
97308	721984
15640	166512
82339	103114
10891	819127
61768	794368
19093	733620
92363	77589
9880	706470
33440	42443
32526	587041
35272	80057
80989	833350
11392	255833
65184	409197
93852	255091
2772	872346
91868	94458
7434	583798
92439	612258
83969	245893
91602	204367
34726	239621
27491	745037
84151	696128
98929	330985
15068	704950
63907	984570
22998	151996
26638	978325
87466	592441
65552	604730
66362	729813
8637	712925
87896	130002
58707	906780
32548	63182
7470	569182
22850	344503
58242	641257
69605	598994
4438	833157
98764	391523
52275	392275
14386	620891
32995	424768
70357	866142
13164	868114
23036	536800
28514	522771
45382	623427
47173	379513
28259	742962
54140	771088
91668	961782
80622	75474
74611	979971
18642	731991
54727	292965
16302	73556
65212	415736
51545	520648
58023	100949
50983	472916
32270	866640
40047	583998
72628	969113
30593	954338
15438	816017
84407	564974
41993	471201
25438	621602
34284	135369
63026	83199
42620	153095
87239	164158
48640	722328
22526	121463
88982	420603
55945	715907
79544	124282
7120	582310
23738	115794
19437	628924
83080	975632
14665	681608
62579	306867
26480	686483
63837	462997
83372	428242
25806	188103
57183	810770
23920	414831
64259	347196
26799	916992
10164	972786
79563	301456
1363	550250
10373	138445
51680	732624
96727	233865
36316	609894
56074	50585
74373	25849
98030	709935
78029	285491
80971	339672
55540	187796
77266	962754
20502	172786
62056	741180
25298	644176
88851	220170
73249	376000
78979	817557
77941	498291
78762	105899
97450	635273
48908	541486
74551	197155
55373	706306
74488	379017
63663	876097
5538	199635
55895	379698
41075	983478
61963	765152
78765	629910
92216	573240
20212	143322
10153	710477
5963	681197
68582	468860
42172	3583
65072	123742
55477	123029
97942	78129
84084	882909
85435	520596
75274	225632
69969	51107
84244	347366
26763	170274
61258	54784
73791	98975
11767	477014
53757	555573
97773	783753
69735	908468
65689	174941
27773	257231
13480	559152
77091	575823
32882	119062
69458	97322
20901	464831
71682	922839
85179	967080
2408	342402
7108	883818
7070	867665
98497	687762
14936	640102
86458	169768
72879	39965
60877	375143
80827	920803
89258	135160
72169	31895
50141	267262
95197	667773
13503	244523
81493	415455
26553	637214
58738	305998
83186	413849
54040	432021
62654	583707
47258	92346
43258	107729
67818	528373
17952	383097
48502	650990
33803	625699
58062	227213
46345	287885
42525	721404
66625	728530
92985	59446
64611	619735
44755	228758
48342	13497
75974	480578
79703	350480
3300	210178
98821	589004
20346	614132
67033	527190
97254	776891
31806	268665
77213	970792
37111	354369
4970	238957
89220	466400
32170	509506
76468	904941
40657	216784
10165	98565
25008	525518
74267	482285
20972	123806
98356	157389
44483	741752
13215	191703
45137	887920
96259	162076
91896	523759
11480	103729
18256	645426
13725	193056
38801	837511
28214	353028
94982	220492
97473	849919
60104	356557
1323	796789
47659	539478
69695	644813
72703	596757
24505	280145
28168	466174
33807	342791
64644	196278
74634	979186
85485	357988
98772	913600
22546	873158
20779	756145
72053	172571
1445	207865
43734	314658
15063	475996
26819	222885
54600	501641
40990	677727
48720	24407
57706	124394
50968	525263
95829	646828
40211	327929
64558	91079
22180	381241
24451	868125
87972	146642
26297	712944
21509	583560
34612	310019
53827	697739
23174	405839
99592	601058
38496	230699
19957	642362
9347	269545
74514	535997
37605	531813
14159	787358
93475	277048
71840	443252
73467	46769
73492	655126
34941	205196
1003	188684
69958	305796
49785	790817
54522	398884
89868	600601
26153	912178
39012	533842
59322	253874
96530	775597
42409	31271
95253	301090
57695	409705
63829	477830
25169	386892
81660	41582
95228	837846
54468	304356
46635	887263
42152	289646
10613	628163
86452	33428
66114	666400
60635	686256
58676	620529
49420	438402
95080	961702
75068	59925
4460	550389
95732	386578
90663	373688
56171	74134
26158	900491
46319	749743
41258	30743
20827	658783
1592	585534
47651	286311
10652	503851
25213	822426
86180	85426
792	321070
55260	181860
39850	311721
36640	777917
64634	470581
47472	54897
65762	923846
58491	586438
52626	616093
91841	865123
18180	747024
63859	435791
92833	618379
89861	505749
61956	80095
1641	864226
73867	742735
32888	388462
17506	576073
53589	928528
27551	777066
65693	192892
38991	265524
38838	529523
9036	262821
53163	27163
31994	567984
37958	265490
79866	33165
35929	122915
68189	664028
69837	439843
78438	723289
64270	425217
14887	609956
69881	31948
30875	765521
37583	891820
35744	977297
33566	894930
70398	237672
23916	804728
9506	806507
20442	255762
43682	444775
32268	531649
93640	775161
32948	605348
74506	337453
82177	394922
59098	430004
4581	798531
99925	71548
27416	426011
82618	728151
46430	292404
11025	271136
35963	333151
88626	831437
73592	385965
21872	784716
90643	182675
19199	543871
88436	539801
91610	952157
9066	131907
65316	189485
39999	243085
61473	919932
72779	446830
56835	238664
33354	950965
18422	862254
32027	757419
66214	821625
86071	321136
32384	117355
41782	332364
96324	82064
61140	871087
671	979464
9428	339660
4818	505487
58924	960810
6269	679222
94180	421736
55151	655727
12605	130724
8811	735102
47522	521716
2378	402554
85384	220660
2392	366080
19691	129554
24076	847572
3228	920964
33513	509983
5543	661221
8604	841680
44423	61412
17790	469219
41386	735840
22558	363161
49387	483878
39794	757567
9418	680021
60045	447721
68527	124493
71148	580609
91724	378988
96478	173283
12903	828275
27870	360190
76402	882375
20579	259117
68030	305259
19912	932807
49453	360922
46324	778754
29494	780317
85867	18335
35258	8904
88875	271954
64957	645788
80966	409343
99164	90202
81717	874025
64662	189075
50048	346557
20748	52781
34395	747784
5957	260995
22338	788647
65231	180151
15712	296856
54095	972779
96516	818841
52623	807407
5788	865163
30397	705897
82195	153527
68493	263424
39518	947577
40607	928274
83160	412930
89037	223101
95826	134048
20818	491446
44027	239272
60088	800797
49684	279172
46879	250327
31211	381835
86328	550745
53182	912647
33500	827318
63417	484286
97132	650975
17010	170938
21374	135104
59265	4431
14626	378340
88385	660381
60924	748726
46166	759761
76780	936376
45877	535483
20205	928488
29152	771239
86081	886611
46996	457256
74686	282440
88346	490934
82182	721411
7236	305675
60788	224951
67794	429842
15922	482957
70430	241214
95979	177141
97188	287673
74633	781151
96251	742487
26834	767639
23915	329972
48134	943123
22905	392256
45191	861302
26313	268526
7135	563277
44880	866873
68223	121873
64121	124741
55411	521227
78543	151178
40153	894681
21358	656483
31369	382363
54728	368024
14600	939601
77008	149783
80884	186873
46947	553547
604	346585
61660	759582
95608	417245
16007	491992
56554	367985
37031	204385
37938	892702
27508	718802
23780	872821
4816	828511
83138	616115
39830	168477
20379	212475
68712	320696
31122	572713
44704	803708
81962	604071
90699	4069
88456	534718
51342	468420
20314	735106
92778	368918
55111	468456
53829	730846
38694	96920
67674	292137
19317	170147
99160	45082
92845	881661
36370	606000
49568	909456
35713	593449
28155	775134
30135	268684
95701	205344
49323	314164
11955	123807
4604	960235
17100	933011
17164	113421
83128	731548
1525	312646
85029	473973
89789	959600
13469	187908
50016	168842
88819	104183
80925	915115
11762	778381
68372	760811
69285	438685
21873	147648
32166	972261
55187	7567
46877	748166
96788	478364
56024	665600
16191	97910
97178	958764
2797	419377
52232	119089
3137	7975
56002	932299
23734	391921
19990	176863
24373	221364
11241	131810
34497	450879
68463	125787
38749	921868
63634	492179
15328	577882
81333	923388
63954	905597
42743	868887
42626	977008
17356	638417
84260	682258
79052	894238
50398	882097
70109	260045
98926	92817
20989	86606
987	780671
40807	788914
4458	194016
47575	24191
94818	74998
38767	188245
73054	308440
54529	174547
20160	870384
77027	75832
67131	240597
3719	77217
29911	412332
27132	677711
80283	797564
59167	642940
75300	829674
3518	433251
14977	810372
80701	182666
23732	882778
1275	121684
80964	122850
46300	945197
41122	431978
65243	131696
47303	10542
27545	366189
42358	954934
35161	319628
69701	564788
21470	736764
23669	83487
2037	664931
90825	568759
13858	705465
32452	260480
24508	281776
19444	116301
34267	70973
76981	70657
61292	831251
52626	568704
1683	476626
14010	722208
96924	239376
3125	87790
23717	248236
58649	781829
14093	812771
68153	534214
21602	842454
78426	279880
92762	252814
18202	880309
88459	464005
30129	405203
95170	243153
92234	721606
51964	450199
15801	768121
28168	50638
93223	704472
47213	573765
37741	516428
69747	950738
20759	745520
68198	568324
34365	901425
72669	311991
27972	535856
37855	454230
6932	576886
55816	683280
26060	733472
89767	822196
96462	356947
46208	83231
85801	125442
32270	937510
37255	977117
26477	346146
72395	279148
39769	132153
70949	854733
6962	692680
77561	925264
65267	314824
55782	730220
53272	405310
57838	8151
93508	750389
15944	452244
34559	260789
29150	44202
64433	930154
9478	853846
62651	919637
3099	436508
20799	205172
28793	413338
74097	818666
80412	602147
89965	295784
2056	787969
18077	309835
43949	749251
36525	915981
79421	136207
30453	212806
10999	231778
87956	447358
74017	662603
85302	165712
21694	740234
32924	590360
20253	577051
7825	118120
82756	56011
33097	15328
71337	469829
58905	213108
43180	354050
30407	801024
70681	366191
84111	275140
52450	458896
34233	816798
85545	447374
17361	274598
83654	316000
67136	72822
79625	910192
11271	674417
49741	265523
93813	414474
27580	683395
10532	601035
90872	505779
28824	249536
74615	617236
82534	721692
65437	164814
51391	390814
70619	37272
21420	107798
71192	445492
26741	959016
49309	265850
85083	9485
74608	682251
29799	431049
51686	248955
73020	691822
54153	179159
49840	702790
91589	759814
58240	568073
36654	139530
72060	270160
22476	51404
66672	953175
43627	685405
20136	758251
