16;35;45
20;21;29
61;90;91
21;21;86
28;80;83
15;72;91
43;68;97
32;33;75
23;60;99
11;56;74
23;75;77
82;94;96
26;47;69
30;53;89
40;42;94
50;72;94
26;35;37
22;60;64
59;78;82
37;61;94
11;67;74
15;63;75
31;65;93
13;28;61
12;13;18
30;63;66
44;45;83
48;74;90
15;33;79
15;44;92
18;60;79
32;39;73
36;41;59
59;59;67
14;44;54
42;45;69
27;36;52
36;44;79
13;19;79
16;37;50
66;71;71
29;48;62
58;79;80
25;63;86
40;76;86
10;90;97
66;79;82
11;12;98
13;57;92
27;48;64
62;88;98
26;77;79
74;81;94
50;65;80
11;91;97
28;49;90
51;81;97
58;59;78
17;63;75
11;42;55
62;62;65
32;38;66
46;47;76
51;83;83
31;43;83
66;81;87
32;46;99
51;57;64
19;24;45
38;48;98
62;70;85
32;42;86
20;80;95
15;29;58
45;96;97
32;79;80
69;69;69
45;69;96
21;34;51
10;54;84
17;17;46
20;25;84
46;90;92
16;36;56
38;39;65
32;53;83
34;60;97
52;54;94
24;42;97
43;78;98
32;38;75
35;44;76
31;31;96
16;69;84
86;95;96
19;47;92
12;24;41
44;56;59
25;64;98
25;74;77
36;42;72
37;37;41
39;48;48
21;37;80
21;21;21
11;75;85
14;31;82
30;56;84
15;24;59
20;44;99
82;88;95
27;29;77
19;69;96
51;60;83
21;55;96
32;44;54
10;27;96
32;81;96
32;46;66
15;66;68
13;78;94
46;91;98
17;50;73
52;65;88
13;37;91
32;32;96
26;62;92
35;39;49
17;54;91
35;39;56
24;42;58
58;73;92
12;75;75
17;40;73
53;84;99
35;48;67
73;80;80
13;57;98
73;81;90
69;83;99
11;60;74
60;61;64
69;80;86
16;30;36
20;30;92
26;74;78
20;28;55
28;35;97
24;65;80
25;56;93
21;27;80
22;39;85
34;44;83
16;51;65
77;86;97
21;41;74
42;57;72
41;50;62
17;71;73
40;64;99
66;75;80
44;46;84
10;89;95
12;47;89
15;65;71
12;37;69
48;71;88
43;67;85
17;42;73
55;73;77
70;84;95
51;58;66
17;82;92
42;68;84
23;39;72
19;19;19
39;43;63
32;41;53
43;53;83
10;15;57
27;36;62
51;58;87
42;62;93
41;81;94
18;37;45
29;42;59
34;56;61
22;25;88
34;38;55
12;67;68
14;63;76
21;56;96
71;89;98
13;84;85
23;62;95
50;78;87
20;53;86
52;69;78
65;66;98
10;52;64
21;50;89
30;32;85
40;44;55
57;75;92
61;86;92
18;43;56
12;39;43
29;30;83
46;90;95
10;74;97
10;21;99
16;23;69
39;68;90
40;64;78
43;47;70
29;34;80
19;76;96
21;36;78
69;94;98
32;44;88
23;61;70
24;70;80
35;64;68
13;16;68
12;59;75
39;39;66
13;64;81
55;55;70
30;44;58
45;46;66
21;25;77
24;73;84
39;43;48
42;71;96
11;32;85
10;16;94
14;22;64
11;63;85
11;23;63
86;89;98
50;76;97
21;66;82
26;45;47
12;42;59
26;40;97
11;25;69
13;59;85
24;69;78
13;46;55
60;68;72
26;31;98
65;80;98
12;30;86
48;56;70
21;46;74
27;33;87
12;61;99
13;64;66
10;39;60
42;72;93
33;48;58
32;75;89
64;64;85
16;36;59
62;66;98
46;54;76
31;58;62
27;87;87
33;44;55
20;80;93
11;28;48
27;79;94
41;53;76
51;56;94
27;60;69
67;76;76
75;77;99
63;68;81
49;55;58
14;40;78
47;60;73
17;42;65
84;90;98
20;30;76
26;27;34
13;68;73
61;73;90
50;62;98
83;85;87
30;66;93
40;47;69
75;78;92
28;29;97
79;87;89
78;83;83
16;39;80
39;45;88
67;90;93
59;60;81
21;42;85
24;82;82
10;32;68
15;60;95
47;86;91
17;48;90
14;50;85
12;25;40
18;23;54
12;60;71
27;33;39
29;70;91
40;57;66
28;58;74
47;72;75
54;70;96
42;88;98
48;51;66
39;41;87
14;73;79
30;88;97
44;59;61
12;56;64
12;36;85
20;45;68
12;37;56
19;31;36
92;92;92
17;54;63
57;63;87
37;49;98
48;90;102
51;62;68
34;42;92
17;37;73
23;33;83
41;73;94
62;81;81
13;17;99
23;70;81
26;39;71
51;52;61
23;30;32
17;53;97
42;43;96
36;37;89
16;86;94
34;70;70
22;70;71
31;49;65
35;35;35
15;48;56
38;66;79
13;23;43
45;56;87
20;51;61
29;36;47
18;57;76
35;44;70
55;61;67
14;43;46
44;57;68
61;78;90
20;78;85
15;36;56
24;78;83
33;61;67
58;73;77
11;32;44
45;57;71
62;69;89
36;68;95
23;86;92
32;54;55
23;59;94
14;45;89
16;35;42
70;87;91
21;54;64
23;61;65
40;59;99
27;59;81
10;22;58
21;72;75
61;70;85
32;46;95
10;42;75
70;81;94
46;47;55
24;54;56
21;38;87
39;70;88
14;40;80
40;54;62
51;56;96
10;24;40
11;57;81
10;39;81
11;25;57
20;24;66
15;71;82
23;38;89
11;27;83
45;72;73
57;57;58
23;59;97
14;19;37
13;26;97
19;41;46
27;49;74
22;64;96
10;79;98
11;28;66
19;38;91
17;33;60
10;60;94
10;68;71
20;35;64
14;18;73
62;78;85
21;72;85
11;30;64
11;55;97
23;45;52
21;27;69
41;72;88
17;29;54
42;59;64
54;56;93
25;77;88
50;65;80
26;33;68
22;61;89
70;73;73
41;71;97
20;25;48
47;49;79
37;52;73
49;67;74
17;31;91
53;60;81
72;96;120
27;54;56
27;35;36
29;54;77
30;34;49
13;95;98
34;56;76
32;38;71
30;33;69
19;84;97
48;54;99
12;34;57
23;58;61
13;17;28
80;85;97
32;72;74
31;63;97
22;27;34
24;32;46
50;60;71
66;71;73
52;77;92
15;70;84
10;67;93
50;78;81
16;36;38
14;38;41
71;76;99
44;74;77
18;30;99
39;45;90
28;32;37
21;38;70
24;93;96
42;43;64
22;47;90
63;70;75
26;42;89
30;67;96
26;73;74
15;52;57
16;25;90
20;27;78
67;73;81
55;61;93
64;67;97
87;89;95
15;28;50
29;43;91
31;40;70
43;56;60
24;25;72
46;79;93
21;57;81
56;64;89
10;11;88
59;62;69
47;83;83
10;22;31
32;80;89
43;48;50
79;86;87
10;23;36
13;72;79
18;65;83
11;20;77
31;34;68
10;36;66
42;56;60
14;63;83
21;75;82
38;38;38
67;67;80
32;48;94
28;47;61
10;45;69
29;43;56
35;78;78
12;37;90
81;90;97
47;82;98
29;60;61
32;47;66
24;39;52
16;82;94
20;21;22
30;54;84
34;58;94
63;85;92
70;79;88
17;94;95
13;22;51
49;55;73
23;28;75
19;36;75
44;63;68
10;22;68
39;40;80
16;84;92
26;76;79
29;72;78
38;48;90
24;71;78
14;58;78
27;53;66
69;69;69
53;83;89
18;55;56
34;61;72
55;84;88
25;32;82
29;58;98
57;59;61
16;64;87
49;86;95
11;16;70
24;27;79
16;86;98
11;22;43
49;68;73
41;69;86
78;94;95
63;73;84
13;45;93
21;54;56
17;28;61
28;62;81
29;78;94
17;50;99
23;24;73
33;49;61
33;84;93
90;97;97
28;36;48
26;62;62
25;33;94
15;49;52
17;66;98
34;62;67
47;69;85
13;30;65
17;94;94
30;84;98
34;37;53
69;69;69
41;83;98
68;85;94
34;76;79
30;56;59
53;55;57
11;18;82
34;38;81
28;63;97
34;60;63
77;83;99
17;56;82
40;95;96
17;19;27
15;44;67
14;30;74
38;56;57
25;52;64
34;39;99
55;77;81
74;82;88
32;63;84
19;34;46
55;76;92
29;73;86
13;36;59
10;50;76
39;83;88
33;48;83
21;39;48
15;48;76
13;15;16
16;53;76
58;63;92
27;38;85
23;25;91
34;50;79
24;69;92
21;35;56
21;21;47
63;92;97
19;24;32
10;56;68
56;80;94
51;67;84
54;72;90
22;32;52
14;73;91
30;61;85
35;57;69
34;69;97
10;55;67
53;70;75
36;47;89
12;60;77
24;28;63
27;47;70
15;20;39
26;62;67
24;57;87
31;66;76
13;66;81
29;81;94
32;46;82
42;70;87
39;91;95
42;52;54
64;84;94
20;90;91
12;33;58
32;65;80
40;86;92
71;80;80
67;70;81
28;40;96
39;63;94
26;27;89
34;49;72
19;48;51
39;43;83
61;67;91
33;42;82
19;38;66
17;74;84
40;66;68
22;50;60
14;56;72
29;51;74
23;25;96
12;59;75
32;67;83
72;82;82
44;48;62
13;22;61
54;58;60
13;19;23
48;70;87
45;78;84
87;90;96
27;36;45
36;67;84
10;63;92
11;26;51
34;64;69
22;33;55
65;77;98
17;35;82
12;72;75
39;81;97
17;19;77
18;18;18
27;44;71
33;45;49
18;72;86
85;95;97
32;51;85
37;53;58
28;46;80
17;82;84
30;45;48
17;33;59
23;66;89
19;52;56
29;60;73
81;86;93
10;68;87
10;11;76
16;53;77
36;49;67
10;24;81
44;71;87
20;32;51
13;32;51
27;30;61
64;64;65
27;46;89
42;53;66
61;76;93
27;66;83
38;64;97
22;65;68
12;38;95
44;46;78
26;77;78
38;51;69
14;94;97
37;39;82
29;30;43
15;81;99
10;42;59
31;69;71
26;39;95
48;58;67
62;68;99
27;75;97
56;61;88
47;59;77
10;66;95
35;68;94
44;53;79
44;92;95
59;72;98
30;53;60
38;57;66
42;53;65
85;92;93
10;11;49
14;27;86
38;53;78
22;53;65
47;67;79
14;50;52
43;77;84
14;15;23
57;76;98
57;64;95
12;19;22
54;94;99
66;70;99
27;27;97
66;71;96
33;36;52
64;73;79
30;30;46
10;37;72
40;63;83
22;57;91
41;59;80
36;80;86
24;74;76
25;30;70
45;45;84
13;27;55
10;41;43
40;45;90
14;23;47
59;65;94
25;77;85
35;48;48
38;53;94
43;56;88
35;80;89
35;84;91
11;65;82
28;84;85
35;39;41
32;74;94
11;39;95
25;42;67
57;70;84
10;21;93
35;65;69
18;36;96
37;58;85
66;77;81
32;85;98
18;80;82
44;58;98
43;46;83
40;42;93
15;58;95
86;91;95
46;52;66
12;13;79
16;24;29
11;29;54
75;93;97
29;48;88
10;69;83
11;37;52
22;33;83
16;21;28
25;58;80
20;46;52
27;45;57
18;26;51
10;58;97
61;63;78
14;38;44
13;46;72
20;73;81
13;40;62
24;27;92
17;17;74
24;45;49
30;77;86
31;53;97
12;31;49
21;54;65
28;43;77
26;60;69
50;64;70
17;64;72
58;64;66
34;56;93
41;43;59
49;65;75
69;93;95
12;45;52
32;56;60
27;33;89
24;48;89
16;18;80
35;65;83
27;31;88
11;22;85
21;79;98
31;52;88
46;71;99
14;41;81
45;59;77
70;72;88
34;52;87
34;44;71
32;32;60
50;66;77
31;65;78
22;57;79
49;61;71
16;23;77
33;50;79
22;45;67
75;85;94
53;79;85
20;27;32
16;50;81
39;55;90
63;63;99
25;53;62
53;69;81
20;23;56
69;70;72
75;89;97
66;91;96
51;72;93
21;32;84
76;93;94
24;27;38
45;80;99
67;68;89
17;30;70
27;50;65
86;92;99
28;30;75
10;33;44
52;68;76
23;56;60
10;72;97
36;45;66
47;56;76
23;59;73
24;32;78
59;60;72
18;65;71
22;56;78
16;32;36
26;33;92
28;40;59
46;54;78
28;46;54
34;53;60
23;27;43
33;43;58
27;35;46
41;51;99
39;54;69
22;23;62
15;35;56
20;40;85
10;55;98
14;68;99
39;71;95
61;61;93
37;47;86
21;23;29
30;39;40
20;73;86
44;61;97
83;99;99
43;45;65
15;35;90
11;53;72
12;30;69
38;48;86
19;39;60
29;55;77
18;55;96
48;52;98
37;71;84
14;97;99
10;47;92
66;70;75
40;54;56
23;33;64
19;45;59
33;56;69
32;51;88
23;63;77
31;34;61
24;50;85
52;58;94
56;93;95
58;66;73
38;62;65
18;24;41
16;29;82
24;53;76
37;82;92
19;68;92
20;25;64
42;80;85
56;68;78
67;89;95
16;16;64
22;27;41
49;56;78
30;32;37
31;73;77
53;76;79
30;62;84
14;45;58
25;38;84
12;49;56
83;84;89
11;95;99
32;35;40
68;68;76
20;24;68
32;42;45
52;75;76
33;50;94
24;38;38
46;67;90
60;62;78
35;43;86
11;18;93
42;60;89
43;48;98
29;40;64
16;85;89
45;54;82
31;88;96
35;54;65
29;37;42
15;40;84
55;63;77
16;21;33
29;35;71
11;13;96
23;50;66
17;78;92
43;77;92
36;48;76
31;50;62
28;37;53
62;82;98
10;45;70
12;27;35
40;56;91
42;55;59
16;28;71
55;94;98
20;50;97
13;31;71
22;25;34
17;63;81
22;87;87
45;63;94
72;90;94
36;81;88
24;47;88
14;23;67
61;69;84
30;49;61
34;47;68
16;60;67
12;28;74
22;67;95
45;60;67
29;74;74
78;78;78
23;43;74
35;51;89
40;81;87
10;11;42
17;74;75
50;63;86
56;60;90
24;32;40
38;61;85
53;78;87
29;64;79
27;41;74
22;34;57
76;76;76
44;71;91
30;55;94
73;81;91
30;80;88
30;32;83
26;27;28
43;64;74
33;79;81
52;53;61
17;69;76
74;83;93
42;54;96
17;32;36
37;58;61
71;72;89
28;65;87
55;57;65
18;45;68
16;34;62
43;55;68
10;42;97
28;73;89
12;34;90
49;72;86
11;38;73
10;22;40
24;53;64
34;55;84
25;31;87
18;27;46
26;66;74
66;72;77
60;61;95
37;57;66
42;42;96
46;74;85
30;50;86
38;62;82
36;42;72
90;90;96
41;52;97
24;38;46
68;93;94
36;65;76
38;49;70
11;52;59
31;43;76
25;33;71
22;51;91
43;48;50
50;61;70
52;53;88
17;37;61
30;98;99
72;73;81
51;53;80
20;21;29
10;46;87
41;51;90
33;78;90
44;63;87
52;85;92
62;70;77
18;55;98
18;58;99
24;85;85
56;58;86
24;64;81
39;47;64
13;69;87
68;92;98
19;23;89
17;81;92
58;64;70
29;48;94
61;84;94
57;83;89
28;44;60
26;76;96
96;96;96
15;36;71
34;74;90
51;61;92
14;17;97
31;36;86
29;29;29
53;88;94
64;85;99
12;58;89
40;59;98
28;77;82
28;48;91
50;62;95
25;75;96
39;88;96
28;76;86
12;38;64
56;59;90
63;76;84
74;80;86
29;29;34
20;46;60
60;85;92
12;78;96
80;84;116
14;19;94
36;62;91
17;64;86
56;67;98
15;53;77
25;73;95
85;88;98
30;45;61
19;23;24
33;72;85
33;34;99
19;32;44
11;28;29
40;73;93
65;88;99
13;49;99
21;29;79
11;57;73
34;53;91
13;73;99
59;62;75
43;65;82
30;35;72
25;84;95
74;76;83
40;81;91
18;27;85
10;72;82
21;62;62
47;47;91
20;38;55
48;59;81
19;19;65
51;68;85
57;74;84
29;68;99
43;67;72
46;83;88
11;78;80
36;45;88
26;91;96
75;78;82
22;63;76
70;72;95
24;24;85
24;47;77
11;25;92
14;46;81
23;31;64
36;37;56
65;94;97
49;66;82
21;40;89
30;46;50
28;48;57
40;73;80
22;25;75
28;40;62
39;68;88
11;53;90
28;35;35
27;73;81
13;15;19
14;67;70
10;67;99
17;22;52
15;62;91
15;46;86
59;62;81
12;35;58
40;82;82
34;80;97
10;53;67
28;48;76
17;68;87
10;30;90
21;80;96
41;43;74
35;69;96
81;82;97
29;39;66
16;43;46
44;70;86
20;44;71
18;80;82
34;79;90
51;62;93
15;36;93
69;71;90
30;63;73
66;72;96
64;86;98
18;49;93
31;49;84
44;53;82
37;47;50
12;83;91
30;37;84
15;25;30
33;47;62
60;65;65
42;56;70
29;67;85
39;43;55
64;81;95
18;22;22
25;69;76
42;58;97
35;71;87
54;62;69
27;53;78
58;72;79
48;55;68
47;68;98
41;62;87
25;44;96
40;46;88
47;58;67
37;77;88
39;70;90
16;53;83
30;41;90
24;50;65
10;12;40
19;19;63
21;26;28
17;38;65
20;66;78
89;89;89
27;56;56
15;20;53
11;65;96
17;58;81
17;36;89
27;34;80
26;39;71
33;66;94
63;70;91
11;16;39
51;74;96
13;25;41
63;68;84
43;72;77
53;79;92
45;45;45
15;25;36
11;59;89
25;31;90
24;70;72
40;51;73
36;40;93
62;87;98
17;77;79
14;19;28
34;88;94
18;28;30
32;47;51
65;80;92
15;68;77
18;22;95
10;48;98
20;29;34
14;35;67
56;78;78
16;18;77
76;81;94
38;57;84
15;23;97
13;23;26
31;76;80
23;28;80
53;55;76
31;90;95
24;27;68
15;63;71
38;87;95
17;42;99
47;65;88
31;39;60
44;68;81
13;20;48
24;74;91
13;57;88
23;26;31
51;53;61
34;76;79
17;62;76
28;46;98
55;58;90
20;47;76
51;68;85
21;38;44
39;54;91
41;68;91
21;23;37
17;21;24
41;59;69
63;64;74
24;37;54
26;49;93
38;51;61
73;79;91
24;34;43
11;85;99
25;39;59
49;60;68
23;37;92
16;23;41
20;42;88
66;79;96
47;57;62
24;40;42
35;93;95
19;46;67
10;27;73
18;25;98
46;61;93
47;74;81
28;50;91
30;33;92
38;63;81
20;39;63
19;32;62
46;48;69
39;47;49
63;64;75
22;33;58
19;88;96
14;49;78
86;88;97
16;19;43
34;75;85
13;32;92
39;60;83
17;50;99
14;55;63
66;82;99
34;59;68
17;51;88
12;41;98
54;76;98
66;95;97
45;54;72
20;35;80
63;66;99
19;24;90
10;51;54
16;50;74
48;71;88
84;84;84
56;89;95
23;41;70
99;99;99
18;37;62
47;54;66
48;69;98
19;31;97
10;42;60
10;27;63
18;40;81
67;67;67
44;48;79
25;63;94
50;63;86
26;54;61
13;83;89
19;73;81
17;43;47
36;65;96
58;66;76
57;76;95
59;64;77
24;30;64
11;21;37
58;67;70
18;25;41
31;36;79
40;67;77
33;60;67
25;27;62
21;57;83
25;47;53
15;28;94
14;80;91
44;75;76
40;56;91
43;56;92
32;45;77
24;49;73
21;21;21
34;35;67
76;81;87
38;69;80
27;50;89
19;45;96
64;72;86
32;40;51
31;60;71
26;44;89
37;66;80
15;17;91
19;60;65
10;46;97
56;69;87
36;62;65
31;50;98
24;51;78
21;61;64
49;56;65
14;78;79
17;68;91
79;85;96
18;53;69
10;21;55
24;69;93
68;71;86
24;46;77
12;47;83
62;62;62
37;62;98
14;53;95
20;63;67
18;66;79
15;54;63
17;34;83
18;84;86
49;70;86
31;66;79
25;33;72
28;28;82
14;77;81
28;93;97
38;79;96
43;43;54
28;47;97
44;65;99
10;40;49
28;33;64
16;61;97
22;52;82
26;82;82
62;64;81
63;80;86
14;39;68
47;90;92
15;66;88
24;57;59
36;45;58
55;64;72
58;83;92
50;67;94
44;47;84
56;90;94
29;73;85
14;37;76
15;63;99
27;56;75
38;75;88
20;41;54
40;46;94
35;75;90
15;53;68
36;50;86
42;53;64
51;66;87
68;88;91
45;60;66
43;62;69
57;74;74
31;69;73
19;49;94
60;87;90
37;38;52
22;49;86
32;67;75
26;28;41
14;14;16
65;93;96
50;73;78
15;30;55
19;41;62
34;45;46
16;26;55
19;76;80
38;56;57
59;73;93
26;41;98
17;47;55
30;77;78
73;85;85
11;70;71
19;59;98
86;95;97
59;71;99
60;68;75
36;44;97
69;69;86
16;40;67
22;64;77
62;72;92
28;50;66
20;55;60
19;30;57
20;52;53
27;36;41
10;48;89
34;37;79
58;76;98
12;15;93
23;56;56
31;38;64
21;60;89
49;61;75
39;79;92
20;36;52
69;69;69
21;27;51
23;26;30
19;35;58
30;73;89
19;32;57
10;42;76
14;46;71
17;47;96
69;69;69
32;51;61
52;67;80
62;85;89
12;47;80
26;36;44
29;79;80
16;20;46
13;80;91
16;41;55
70;85;90
28;42;62
18;31;93
16;69;71
25;44;50
20;52;93
49;66;70
19;31;51
38;60;73
46;48;84
33;43;60
23;54;58
29;67;76
14;44;44
35;54;92
33;47;95
10;46;93
40;76;77
20;40;83
33;76;77
69;74;91
15;51;75
25;48;78
22;71;91
25;76;85
29;48;61
80;85;90
25;33;84
12;19;30
59;91;95
64;94;95
82;84;91
22;43;83
56;62;64
50;62;85
14;29;30
33;71;93
46;77;88
29;80;85
30;54;97
18;46;97
62;81;83
54;59;85
43;75;96
15;59;93
22;60;79
75;75;75
29;68;98
55;83;97
20;28;64
39;58;97
13;57;88
16;47;47
44;44;44
30;38;68
60;65;86
87;92;99
75;94;95
30;31;31
36;88;96
14;30;48
61;78;97
30;51;90
71;79;99
27;69;89
52;53;84
41;79;96
27;42;42
38;41;66
35;38;60
28;45;53
25;51;59
36;46;84
25;63;77
61;61;61
19;58;87
15;66;70
44;69;88
10;70;78
47;63;84
15;57;98
14;22;88
21;52;75
32;63;86
43;47;54
83;84;95
55;71;77
18;42;63
28;44;62
14;25;52
18;26;70
12;30;91
42;73;92
18;38;92
24;27;61
66;89;95
13;33;79
56;69;84
38;43;96
10;23;28
16;17;68
20;76;95
47;78;89
71;91;97
14;23;98
26;68;78
13;24;88
11;62;63
23;69;74
15;82;90
23;54;61
30;56;78
12;15;63
29;40;42
11;39;71
88;92;97
24;44;45
42;53;96
23;25;55
93;93;93
17;40;61
24;81;92
21;30;73
25;38;91
26;44;86
73;75;92
14;55;95
75;82;87
61;67;68
37;38;53
32;43;99
14;41;85
39;92;96
10;11;33
13;43;53
19;63;94
18;44;47
34;39;45
24;42;98
26;52;61
20;57;80
21;80;90
56;66;96
20;55;85
45;46;74
24;69;94
18;37;57
12;18;22
12;86;87
46;81;96
14;37;77
12;21;77
13;58;59
81;86;93
34;51;86
65;71;84
47;74;84
12;68;80
48;50;95
19;38;61
15;16;50
15;60;95
31;53;91
24;51;56
21;56;58
28;29;73
56;66;93
86;89;97
22;75;88
22;65;97
54;61;78
17;17;37
39;80;96
12;35;73
32;82;96
48;57;95
15;28;82
10;18;49
34;58;79
50;67;94
40;52;85
18;32;33
21;25;88
25;40;41
29;59;72
34;50;86
13;38;81
11;28;54
56;80;87
14;33;37
52;95;96
27;83;97
13;49;69
25;78;85
39;54;64
29;86;99
39;70;95
26;32;61
23;90;96
36;90;97
83;86;98
13;80;84
41;44;63
61;96;98
19;81;90
24;31;66
47;51;86
48;72;85
27;38;73
26;86;88
35;36;93
33;69;76
26;29;38
32;45;89
21;30;66
26;38;39
45;77;96
28;68;80
10;43;95
49;58;87
23;52;58
32;66;82
22;37;55
48;60;76
30;63;81
41;53;99
29;45;98
61;89;95
11;18;33
68;84;89
36;52;62
15;31;54
34;50;74
20;29;33
20;20;47
13;47;61
42;51;59
25;49;74
57;71;91
10;28;28
64;72;94
61;84;88
30;62;75
24;32;70
62;73;76
41;76;80
25;72;95
47;70;91
24;40;95
70;89;97
63;67;84
15;28;69
33;56;98
41;45;73
28;78;91
31;52;89
78;84;87
40;71;77
22;92;92
66;77;78
15;56;85
12;36;46
35;50;98
91;97;97
24;41;70
37;56;61
31;46;73
32;64;77
12;22;27
13;26;56
46;46;46
58;90;94
17;64;76
35;62;94
10;28;30
37;63;73
16;84;95
29;88;88
19;19;56
55;72;79
22;56;57
32;50;86
56;85;95
31;90;93
52;52;95
37;57;92
10;52;79
54;55;83
60;81;86
29;54;57
33;52;68
10;29;35
29;60;87
35;85;98
17;88;97
24;39;59
21;21;21
32;50;62
33;85;98
32;37;53
36;93;98
29;82;89
20;22;32
19;35;63
30;58;66
14;35;67
20;37;97
10;40;60
32;61;74
13;18;92
35;67;89
20;42;93
24;67;72
22;33;42
39;68;83
17;62;75
58;60;82
12;18;88
14;66;85
25;83;86
61;64;92
39;73;82
62;67;90
34;63;70
91;92;97
21;39;42
19;22;63
24;45;51
56;67;69
28;29;77
22;35;44
33;51;95
18;27;92
15;35;60
63;70;73
35;58;88
13;31;68
54;71;79
27;42;91
29;85;99
32;70;77
27;60;92
19;31;73
16;18;93
23;55;57
58;91;94
48;78;93
18;35;62
42;53;78
35;37;86
17;71;84
16;24;81
51;63;98
16;30;34
23;69;75
33;33;46
28;86;95
37;37;75
18;57;71
54;73;81
25;69;71
20;48;83
23;29;90
24;72;80
37;48;55
38;54;57
33;36;80
15;55;73
51;87;89
30;46;78
37;43;80
14;47;71
38;81;85
29;94;98
22;28;54
13;51;85
67;69;78
26;31;50
43;82;91
20;33;95
29;69;81
19;32;33
33;51;94
18;59;60
29;52;94
78;79;92
22;45;55
17;46;93
31;63;67
81;90;98
20;39;46
34;34;34
53;58;90
50;55;72
21;51;57
10;31;66
35;54;96
54;57;86
